                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                0.43539,                0.39921,                 1.0811,                0.98741,                0.98535,                0.98701,                0.92506,                0.37794,                0.27956,                 0.9891,             0.00068075,             0.00068075,             0.00068075
                    141,                0.43559,                0.40369,                 1.0753,                0.98757,                0.98308,                0.98838,                0.92875,                0.37846,                0.27837,                  0.993,             0.00067663,             0.00067663,             0.00067663
                    142,                0.41551,                0.39327,                 1.0672,                0.99385,                0.97952,                0.98772,                0.92999,                0.37221,                0.28957,                0.97286,              0.0006725,              0.0006725,              0.0006725
                    143,                0.42422,                0.40157,                 1.0646,                0.99036,                0.98158,                0.98698,                0.92388,                0.37919,                0.28317,                0.99053,             0.00066838,             0.00066838,             0.00066838
                    144,                0.42573,                0.39176,                 1.0701,                0.99058,                0.98522,                0.98755,                0.92521,                0.36913,                0.26722,                0.98602,             0.00066425,             0.00066425,             0.00066425
                    145,                0.42786,                 0.4013,                 1.0688,                0.98985,                0.98281,                 0.9875,                0.91958,                0.38028,                 0.2788,                0.97882,             0.00066013,             0.00066013,             0.00066013
                    146,                0.41642,                0.39505,                 1.0583,                0.98973,                0.98531,                0.98642,                0.93036,                  0.377,                0.28055,                0.97743,               0.000656,               0.000656,               0.000656
                    147,                0.41393,                0.39127,                 1.0595,                0.98942,                0.98582,                 0.9874,                 0.9265,                0.37832,                0.27174,                 0.9843,             0.00065188,             0.00065188,             0.00065188
                    148,                0.41839,                0.38062,                 1.0649,                0.99004,                0.98281,                0.98655,                 0.9271,                0.37088,                0.28282,                 0.9677,             0.00064775,             0.00064775,             0.00064775
                    149,                0.42004,                0.36946,                 1.0618,                0.98901,                0.98597,                0.98731,                0.93154,                0.37003,                0.26857,                0.97221,             0.00064362,             0.00064362,             0.00064362
                    150,                0.42362,                0.39485,                 1.0623,                0.98591,                0.98534,                0.98844,                0.93567,                0.36238,                 0.2633,                0.97033,              0.0006395,              0.0006395,              0.0006395
                    151,                0.41806,                0.38292,                 1.0626,                0.99017,                 0.9861,                 0.9879,                 0.9291,                0.37722,                0.28248,                0.99458,             0.00063538,             0.00063538,             0.00063538
                    152,                 0.4055,                0.36614,                  1.053,                0.98438,                0.98865,                0.98825,                0.93152,                0.37263,                0.26656,                0.98204,             0.00063125,             0.00063125,             0.00063125
                    153,                0.40388,                0.37526,                 1.0612,                0.98589,                0.98507,                0.98678,                0.92683,                0.37161,                0.27756,                0.98347,             0.00062713,             0.00062713,             0.00062713
                    154,                0.42293,                0.38267,                 1.0725,                0.98922,                 0.9861,                0.98695,                0.92872,                0.36952,                0.27219,                0.97262,               0.000623,               0.000623,               0.000623
                    155,                0.40803,                0.37223,                 1.0566,                0.98997,                 0.9861,                 0.9886,                0.93636,                0.36698,                0.27274,                0.97314,             0.00061887,             0.00061887,             0.00061887
                    156,                0.40878,                0.36746,                 1.0587,                0.98933,                 0.9853,                0.98782,                0.93393,                0.36081,                0.27042,                0.97747,             0.00061475,             0.00061475,             0.00061475
                    157,                0.40814,                0.37945,                 1.0645,                0.98982,                0.98495,                0.98835,                0.93424,                0.37116,                 0.2671,                0.97593,             0.00061062,             0.00061062,             0.00061062
                    158,                0.41299,                0.38004,                 1.0576,                0.98977,                0.98533,                 0.9875,                0.93423,                0.35976,                0.26339,                0.96494,              0.0006065,              0.0006065,              0.0006065
                    159,                0.40052,                0.37731,                 1.0571,                   0.99,                0.98212,                0.98714,                0.93102,                0.35537,                0.25872,                0.96781,             0.00060238,             0.00060238,             0.00060238
                    160,                  0.409,                0.38009,                 1.0591,                0.98321,                0.98821,                 0.9867,                0.93489,                0.35958,                0.26053,                0.96514,             0.00059825,             0.00059825,             0.00059825
                    161,                0.41535,                0.38058,                 1.0632,                0.98612,                 0.9861,                0.98638,                0.93347,                 0.3546,                0.26123,                0.96653,             0.00059413,             0.00059413,             0.00059413
                    162,                0.40881,                0.37181,                 1.0576,                0.98429,                 0.9861,                0.98514,                0.93649,                0.35945,                0.27676,                0.95917,                0.00059,                0.00059,                0.00059
                    163,                 0.4092,                 0.3709,                 1.0505,                0.98463,                0.98868,                0.98698,                0.92922,                0.36538,                0.28027,                0.96278,             0.00058588,             0.00058588,             0.00058588
                    164,                0.39815,                0.36735,                 1.0507,                0.99317,                0.97952,                0.98612,                 0.9337,                0.35719,                0.27723,                0.95805,             0.00058175,             0.00058175,             0.00058175
                    165,                0.40623,                0.36625,                 1.0497,                 0.9889,                0.98465,                0.98726,                0.93683,                0.35614,                0.26213,                0.96619,             0.00057763,             0.00057763,             0.00057763
                    166,                0.40281,                0.37248,                  1.058,                0.99028,                0.98498,                0.98725,                   0.93,                0.36308,                0.26698,                0.97811,              0.0005735,              0.0005735,              0.0005735
                    167,                0.39908,                 0.3618,                 1.0551,                0.99042,                0.98281,                0.98718,                0.93582,                0.35074,                 0.2604,                0.95438,             0.00056938,             0.00056938,             0.00056938
                    168,                0.39654,                0.35296,                 1.0481,                0.98559,                0.98682,                0.98728,                  0.931,                0.36356,                0.26573,                0.96658,             0.00056525,             0.00056525,             0.00056525
                    169,                0.39664,                0.35639,                 1.0537,                0.98251,                0.98846,                0.98786,                0.93745,                0.35719,                0.25076,                0.96285,             0.00056112,             0.00056112,             0.00056112
                    170,                0.39994,                 0.3574,                 1.0539,                0.98592,                0.98929,                0.98798,                0.93722,                0.35697,                0.26642,                0.95865,               0.000557,               0.000557,               0.000557
                    171,                  0.411,                0.36047,                 1.0531,                0.98589,                0.98939,                0.98764,                0.93973,                0.35774,                 0.2637,                0.95782,             0.00055287,             0.00055287,             0.00055287
                    172,                0.40257,                0.35636,                 1.0545,                0.98399,                0.98901,                0.98711,                0.93608,                0.35129,                0.25491,                0.95634,             0.00054875,             0.00054875,             0.00054875
                    173,                0.39043,                0.36392,                 1.0438,                0.98888,                 0.9857,                0.98726,                 0.9385,                0.36104,                0.26378,                0.96739,             0.00054463,             0.00054463,             0.00054463
                    174,                0.38914,                0.35468,                  1.052,                0.98935,                0.98176,                0.98736,                0.93881,                0.35745,                0.26826,                0.95421,              0.0005405,              0.0005405,              0.0005405
                    175,                0.39788,                0.35691,                  1.051,                0.98338,                0.98862,                0.98599,                0.93699,                0.36041,                0.26498,                 0.9623,             0.00053638,             0.00053638,             0.00053638
                    176,                0.38791,                0.34067,                 1.0515,                0.98939,                0.98558,                0.98653,                0.93385,                0.35753,                0.25942,                0.96028,             0.00053225,             0.00053225,             0.00053225
                    177,                0.39566,                0.34841,                  1.046,                0.98971,                 0.9854,                0.98665,                0.93063,                0.35419,                0.25759,                0.95831,             0.00052812,             0.00052812,             0.00052812
                    178,                0.38656,                0.34473,                  1.039,                0.98581,                0.98939,                0.98745,                0.93168,                0.35501,                0.25914,                0.96132,               0.000524,               0.000524,               0.000524
                    179,                0.39339,                0.35235,                 1.0459,                0.98881,                 0.9861,                0.98803,                0.94107,                0.35345,                0.25653,                0.95994,             0.00051988,             0.00051988,             0.00051988
                    180,                0.39617,                0.36092,                 1.0455,                0.98442,                0.98939,                0.98735,                0.93727,                0.35788,                0.25677,                0.95862,             0.00051575,             0.00051575,             0.00051575
                    181,                0.39188,                0.35524,                 1.0489,                0.98615,                0.98281,                0.98829,                0.93783,                0.35127,                0.24959,                0.95494,             0.00051163,             0.00051163,             0.00051163
                    182,                0.39192,                0.34988,                 1.0484,                0.98568,                0.98593,                0.98719,                0.93707,                0.35254,                  0.255,                0.95938,              0.0005075,              0.0005075,              0.0005075
                    183,                0.38917,                0.35107,                 1.0534,                0.98659,                0.98939,                0.98812,                0.93573,                0.35843,                0.25875,                 0.9641,             0.00050337,             0.00050337,             0.00050337
                    184,                0.37914,                 0.3444,                 1.0386,                0.98477,                 0.9861,                0.98773,                0.93994,                0.35218,                0.25865,                 0.9618,             0.00049925,             0.00049925,             0.00049925
                    185,                0.38351,                0.34683,                  1.044,                0.98292,                0.98869,                0.98786,                0.93601,                0.34994,                0.25058,                0.95695,             0.00049513,             0.00049513,             0.00049513
                    186,                0.38818,                0.34339,                 1.0483,                0.98466,                0.98663,                0.98792,                 0.9397,                0.35479,                0.25581,                0.95812,               0.000491,               0.000491,               0.000491
                    187,                0.38907,                0.34771,                  1.043,                0.98502,                0.98673,                 0.9869,                0.93972,                0.36268,                0.25751,                0.97153,             0.00048687,             0.00048687,             0.00048687
                    188,                0.38649,                 0.3372,                 1.0454,                0.98635,                0.98656,                0.98731,                0.93989,                0.35461,                0.25206,                0.96287,             0.00048275,             0.00048275,             0.00048275
                    189,                  0.383,                 0.3405,                 1.0359,                 0.9869,                 0.9861,                0.98714,                0.93741,                0.35181,                0.25932,                0.96327,             0.00047863,             0.00047863,             0.00047863
                    190,                0.38914,                  0.346,                 1.0406,                0.99042,                0.98529,                0.98795,                 0.9387,                0.36323,                0.26115,                0.97436,              0.0004745,              0.0004745,              0.0004745
                    191,                0.39406,                0.34748,                  1.044,                0.98857,                 0.9852,                0.98927,                0.93861,                0.36302,                0.26635,                0.96739,             0.00047038,             0.00047038,             0.00047038
                    192,                0.38592,                0.33333,                 1.0432,                0.99097,                0.98594,                0.98796,                 0.9441,                0.35366,                 0.2618,                0.95791,             0.00046625,             0.00046625,             0.00046625
                    193,                0.38578,                0.34494,                 1.0449,                0.98501,                0.98939,                0.98771,                0.94272,                0.34948,                0.25106,                0.95114,             0.00046212,             0.00046212,             0.00046212
                    194,                0.39399,                0.33393,                 1.0443,                0.98498,                0.98898,                 0.9878,                0.93782,                0.35121,                0.25475,                0.95455,               0.000458,               0.000458,               0.000458
                    195,                0.37786,                0.32876,                 1.0303,                0.98349,                0.98869,                0.98769,                0.93318,                0.35595,                0.26196,                0.96175,             0.00045388,             0.00045388,             0.00045388
                    196,                0.37764,                0.32768,                 1.0353,                  0.986,                0.98885,                0.98731,                0.93979,                0.35096,                0.25803,                0.95536,             0.00044975,             0.00044975,             0.00044975
                    197,                0.38308,                0.34038,                 1.0359,                0.98596,                0.98917,                0.98845,                0.93919,                0.35907,                0.25967,                0.96218,             0.00044563,             0.00044563,             0.00044563
                    198,                0.38958,                0.33279,                 1.0418,                0.98495,                0.98939,                0.98771,                0.94496,                0.34213,                0.24652,                 0.9467,              0.0004415,              0.0004415,              0.0004415
                    199,                0.38208,                 0.3306,                 1.0419,                 0.9876,                 0.9884,                0.98734,                0.94209,                0.33906,                0.24516,                 0.9401,             0.00043738,             0.00043738,             0.00043738
                    200,                0.37933,                0.33234,                 1.0359,                0.98484,                0.98939,                 0.9877,                0.94239,                0.34174,                0.24596,                0.94197,             0.00043325,             0.00043325,             0.00043325
                    201,                0.36567,                0.31305,                 1.0261,                0.98916,                0.98512,                0.98758,                0.93859,                0.34439,                 0.2438,                0.95076,             0.00042912,             0.00042912,             0.00042912
                    202,                0.36149,                0.31265,                 1.0271,                0.99009,                 0.9851,                0.98785,                0.93892,                0.34651,                0.24996,                0.95064,               0.000425,               0.000425,               0.000425
                    203,                0.37141,                 0.3307,                 1.0302,                0.98864,                0.98605,                0.98784,                0.93883,                0.34461,                0.24845,                0.95372,             0.00042087,             0.00042087,             0.00042087
                    204,                0.37479,                0.32509,                 1.0298,                0.98862,                0.98537,                0.98881,                0.94247,                0.33902,                0.24322,                0.94505,             0.00041675,             0.00041675,             0.00041675
                    205,                0.37395,                0.32529,                 1.0347,                0.98639,                0.98913,                0.98941,                0.94266,                0.34633,                0.24689,                0.95015,             0.00041263,             0.00041263,             0.00041263
                    206,                0.37808,                0.32418,                 1.0403,                 0.9898,                0.98542,                0.98779,                0.94301,                0.34364,                 0.2489,                0.95353,              0.0004085,              0.0004085,              0.0004085
                    207,                0.36977,                0.31788,                 1.0319,                0.98977,                0.98542,                0.98768,                0.93986,                0.34069,                0.24407,                0.95064,             0.00040438,             0.00040438,             0.00040438
                    208,                0.37071,                0.31871,                 1.0309,                0.98938,                0.98531,                0.98806,                0.94483,                0.33875,                0.24244,                0.94542,             0.00040025,             0.00040025,             0.00040025
                    209,                 0.3613,                0.31519,                 1.0155,                0.98416,                0.98939,                0.98792,                0.94233,                 0.3421,                0.24757,                0.94364,             0.00039613,             0.00039613,             0.00039613
                    210,                0.36334,                0.31395,                 1.0283,                0.98384,                0.98939,                0.98774,                0.94302,                0.34034,                0.24493,                0.94823,               0.000392,               0.000392,               0.000392
                    211,                0.37189,                0.31839,                 1.0286,                0.98351,                0.98939,                0.98829,                0.94422,                0.34154,                0.24701,                0.94041,             0.00038788,             0.00038788,             0.00038788
                    212,                0.36076,                0.31087,                  1.021,                0.98824,                0.98281,                0.98778,                0.94184,                0.34265,                0.24739,                 0.9485,             0.00038375,             0.00038375,             0.00038375
                    213,                0.36793,                0.31742,                  1.029,                0.98919,                0.98528,                0.98775,                0.94122,                0.34949,                0.24854,                0.95277,             0.00037962,             0.00037962,             0.00037962
                    214,                0.36726,                0.30723,                 1.0178,                0.98463,                0.98939,                0.98777,                 0.9428,                0.33914,                0.24307,                 0.9392,              0.0003755,              0.0003755,              0.0003755
                    215,                0.36548,                0.31062,                 1.0317,                0.98446,                0.98856,                0.98784,                0.94148,                0.34078,                0.24287,                0.93942,             0.00037138,             0.00037138,             0.00037138
                    216,                0.36355,                0.30535,                 1.0242,                0.98979,                0.98281,                0.98778,                0.94476,                 0.3354,                0.24228,                0.94207,             0.00036725,             0.00036725,             0.00036725
                    217,                 0.3695,                0.31804,                 1.0287,                0.98608,                0.98888,                0.98791,                0.94382,                0.34096,                 0.2383,                 0.9457,             0.00036313,             0.00036313,             0.00036313
                    218,                0.37229,                0.31541,                 1.0251,                  0.986,                0.98939,                0.98798,                0.94219,                0.34481,                0.23821,                0.94529,               0.000359,               0.000359,               0.000359
                    219,                 0.3603,                0.31234,                  1.022,                0.98594,                0.98939,                0.98844,                0.94761,                  0.338,                0.23356,                0.93926,             0.00035487,             0.00035487,             0.00035487
                    220,                0.35642,                 0.3029,                 1.0172,                0.98584,                0.98939,                0.98862,                0.94959,                0.33932,                0.24074,                0.93751,             0.00035075,             0.00035075,             0.00035075
                    221,                0.36812,                0.30372,                 1.0258,                0.99134,                0.98193,                0.98843,                0.94643,                0.33929,                0.23907,                0.93642,             0.00034663,             0.00034663,             0.00034663
                    222,                0.36119,                0.29668,                 1.0236,                0.98455,                0.98939,                0.98939,                0.94858,                0.33164,                0.23446,                0.93101,              0.0003425,              0.0003425,              0.0003425
                    223,                0.36057,                0.30564,                 1.0238,                0.98446,                0.98939,                0.98961,                0.94593,                0.33784,                0.24007,                0.93605,             0.00033838,             0.00033838,             0.00033838
                    224,                0.35414,                0.30285,                 1.0234,                0.98561,                0.98939,                0.98803,                0.94405,                0.33988,                0.24539,                0.93699,             0.00033425,             0.00033425,             0.00033425
                    225,                0.35894,                0.30451,                 1.0233,                0.98504,                0.98939,                0.98794,                0.94549,                0.33683,                0.24317,                0.93568,             0.00033013,             0.00033013,             0.00033013
                    226,                0.34968,                0.29394,                 1.0199,                0.98524,                0.98939,                0.98804,                0.94534,                0.33528,                0.24126,                0.93989,               0.000326,               0.000326,               0.000326
                    227,                0.35456,                0.30132,                 1.0185,                0.98533,                0.98939,                0.98826,                0.94588,                0.33436,                0.23814,                0.94127,             0.00032188,             0.00032188,             0.00032188
                    228,                0.36033,                0.29767,                  1.023,                0.98532,                0.98939,                0.98828,                0.94258,                0.33714,                0.23997,                0.94001,             0.00031775,             0.00031775,             0.00031775
                    229,                0.35371,                0.30155,                 1.0256,                 0.9847,                0.98896,                0.98873,                0.93967,                0.34088,                 0.2378,                0.94431,             0.00031362,             0.00031362,             0.00031362
                    230,                0.36299,                0.30422,                 1.0268,                0.98449,                0.98932,                0.98808,                0.93828,                0.33891,                0.24129,                0.94456,              0.0003095,              0.0003095,              0.0003095
                    231,                0.35843,                 0.3021,                 1.0189,                0.98473,                0.98904,                0.98778,                0.94196,                0.34062,                0.24405,                0.94672,             0.00030538,             0.00030538,             0.00030538
                    232,                0.35037,                 0.3017,                   1.02,                0.98964,                0.98508,                0.98783,                0.94134,                0.34213,                0.24355,                0.94879,             0.00030125,             0.00030125,             0.00030125
                    233,                0.35504,                0.30838,                 1.0217,                0.98963,                0.98592,                0.98802,                0.94588,                0.33278,                0.23375,                0.93734,             0.00029713,             0.00029713,             0.00029713
                    234,                0.34851,                0.30059,                 1.0125,                0.98952,                 0.9861,                0.98789,                0.94345,                0.33741,                0.24084,                0.93923,               0.000293,               0.000293,               0.000293
                    235,                0.35457,                0.30227,                 1.0238,                0.98913,                 0.9861,                0.98785,                0.94174,                0.33447,                0.23635,                0.94221,             0.00028888,             0.00028888,             0.00028888
                    236,                0.34933,                0.30145,                 1.0144,                0.98884,                0.98594,                0.98795,                0.94349,                0.33441,                0.23673,                0.94123,             0.00028475,             0.00028475,             0.00028475
                    237,                0.35759,                0.30879,                 1.0232,                0.98954,                0.98545,                0.98816,                 0.9427,                0.33954,                0.24061,                0.94191,             0.00028063,             0.00028063,             0.00028063
                    238,                0.35102,                 0.2956,                 1.0212,                 0.9894,                0.98537,                0.98819,                0.94338,                0.34272,                0.24674,                0.94188,              0.0002765,              0.0002765,              0.0002765
                    239,                0.34986,                 0.3051,                 1.0211,                0.98479,                0.98939,                0.98795,                0.94383,                0.34421,                0.24672,                0.94782,             0.00027237,             0.00027237,             0.00027237
                    240,                 0.3603,                0.30899,                 1.0217,                0.98907,                0.98512,                0.98849,                0.94205,                0.33644,                0.23674,                0.94193,             0.00026825,             0.00026825,             0.00026825
                    241,                 0.3482,                0.29121,                  1.012,                 0.9892,                0.98532,                0.98859,                0.94344,                0.33256,                0.23152,                0.93793,             0.00026413,             0.00026413,             0.00026413
                    242,                0.35965,                0.30417,                 1.0184,                0.98915,                0.98536,                0.98867,                0.94414,                0.33295,                0.23189,                0.93642,                0.00026,                0.00026,                0.00026
                    243,                0.35195,                0.29345,                 1.0196,                0.98465,                0.98939,                0.98849,                0.94523,                0.33513,                0.22894,                0.93921,             0.00025587,             0.00025587,             0.00025587
                    244,                0.35906,                0.29741,                 1.0266,                0.98423,                0.98875,                0.98852,                0.94617,                0.33404,                0.23254,                0.93825,             0.00025175,             0.00025175,             0.00025175
                    245,                0.34389,                0.29661,                 1.0159,                0.98896,                0.98523,                0.98828,                0.94104,                0.33977,                0.24019,                0.94588,             0.00024762,             0.00024762,             0.00024762
                    246,                 0.3501,                0.29014,                 1.0128,                0.98917,                0.98549,                0.98849,                 0.9418,                 0.3341,                0.23676,                0.94122,              0.0002435,              0.0002435,              0.0002435
                    247,                 0.3443,                0.29394,                 1.0155,                0.99017,                0.98594,                0.98885,                 0.9426,                0.33561,                 0.2332,                0.94044,             0.00023938,             0.00023938,             0.00023938
                    248,                0.34929,                 0.2944,                 1.0175,                0.98844,                0.98554,                0.98869,                0.94415,                 0.3328,                0.23001,                0.94047,             0.00023525,             0.00023525,             0.00023525
                    249,                0.34236,                0.28671,                 1.0097,                0.98867,                0.98528,                0.98888,                0.94392,                0.33504,                0.22764,                 0.9422,             0.00023112,             0.00023112,             0.00023112
                    250,                0.34183,                0.29027,                 1.0128,                0.98436,                0.98939,                0.98856,                0.94112,                0.33796,                0.22831,                0.94087,               0.000227,               0.000227,               0.000227
                    251,                0.34278,                0.28709,                  1.012,                0.98601,                0.98939,                0.98868,                 0.9372,                0.34341,                0.23066,                0.94687,             0.00022288,             0.00022288,             0.00022288
                    252,                0.34154,                0.27993,                 1.0102,                0.98893,                0.98536,                0.98841,                0.93774,                0.33955,                0.22915,                0.94141,             0.00021875,             0.00021875,             0.00021875
                    253,                0.34015,                0.29259,                 1.0129,                0.99024,                0.98542,                0.98833,                0.94214,                0.33937,                0.22981,                0.94018,             0.00021462,             0.00021462,             0.00021462
                    254,                0.34469,                0.28249,                 1.0087,                0.98868,                0.98544,                0.98843,                0.94327,                0.33793,                0.23356,                0.94016,              0.0002105,              0.0002105,              0.0002105
                    255,                0.34799,                0.28843,                 1.0219,                0.98691,                0.98847,                0.98846,                 0.9415,                0.33469,                0.23098,                0.93799,             0.00020637,             0.00020637,             0.00020637
                    256,                0.34462,                0.28166,                 1.0105,                0.98559,                0.98614,                 0.9887,                0.94423,                0.33059,                0.22582,                 0.9338,             0.00020225,             0.00020225,             0.00020225
                    257,                0.34236,                0.28546,                 1.0085,                0.98477,                0.98939,                0.98885,                0.94447,                0.33007,                0.22298,                0.93348,             0.00019813,             0.00019813,             0.00019813
                    258,                0.33792,                0.28023,                 1.0102,                0.98893,                0.98522,                0.98891,                0.94889,                0.32865,                0.22783,                0.93079,               0.000194,               0.000194,               0.000194
                    259,                0.33276,                0.27443,                 1.0069,                0.98367,                0.98838,                0.98898,                0.94646,                0.33009,                0.22307,                0.93265,             0.00018987,             0.00018987,             0.00018987
                    260,                0.34051,                0.27932,                 1.0075,                0.98482,                0.98939,                0.98875,                0.94522,                0.33453,                0.22524,                0.93614,             0.00018575,             0.00018575,             0.00018575
                    261,                0.34262,                0.28112,                 1.0117,                0.98687,                0.98717,                0.98848,                0.94326,                0.33584,                0.22897,                0.93688,             0.00018163,             0.00018163,             0.00018163
                    262,                 0.3268,                0.27087,                 1.0067,                0.98638,                0.98939,                0.98851,                0.94252,                0.33725,                 0.2293,                0.93998,              0.0001775,              0.0001775,              0.0001775
                    263,                0.33796,                0.28658,                  1.011,                0.98642,                0.98939,                0.98844,                0.94407,                0.33574,                0.22609,                0.94062,             0.00017338,             0.00017338,             0.00017338
                    264,                0.32871,                0.27368,                 1.0067,                0.98644,                0.98939,                0.98861,                0.94277,                0.33543,                0.22444,                0.94134,             0.00016925,             0.00016925,             0.00016925
                    265,                0.33774,                0.28584,                 1.0116,                 0.9902,                0.98306,                 0.9888,                0.94537,                0.33244,                0.22052,                0.93892,             0.00016512,             0.00016512,             0.00016512
                    266,                0.33569,                0.27962,                 1.0101,                0.98907,                 0.9859,                0.98894,                 0.9454,                0.33138,                0.21821,                0.93879,               0.000161,               0.000161,               0.000161
                    267,                0.33681,                0.28304,                 1.0079,                 0.9892,                0.98585,                0.98877,                0.94436,                0.33142,                0.22398,                 0.9365,             0.00015688,             0.00015688,             0.00015688
                    268,                0.32847,                0.27372,                 1.0057,                0.99006,                0.98939,                0.98879,                0.94495,                0.33142,                0.22678,                0.93583,             0.00015275,             0.00015275,             0.00015275
                    269,                0.33236,                0.27597,                  1.005,                0.99017,                0.98816,                0.98898,                0.94707,                0.33154,                0.22341,                0.93592,             0.00014862,             0.00014862,             0.00014862
                    270,                0.33307,                0.27707,                 1.0114,                0.98996,                0.98801,                0.98892,                0.94439,                0.33443,                0.22201,                0.93977,              0.0001445,              0.0001445,              0.0001445
